Age,Gender,Education Level,Job Title,Years of Experience,Salary
29,Female,PhD,Data Scientist,1,81300
49,Female,PhD,HR Specialist,20,101000
49,Male,Master's,Sales Executive,6,66600
58,Male,Bachelor's,HR Specialist,20,61000
62,Female,Master's,Product Manager,20,85000
57,Male,Bachelor's,HR Specialist,27,68350
48,Female,Bachelor's,Marketing Manager,26,71200
38,Female,Bachelor's,Software Engineer,32,78400
30,Male,PhD,Product Manager,10,92500
54,Male,PhD,Project Manager,18,100700
41,Male,PhD,Systems Engineer,12,94160
34,Female,Master's,Product Manager,10,72500
49,Female,PhD,Data Analyst,24,106400
50,Male,PhD,Project Manager,24,107600
34,Female,Master's,Product Manager,38,107500
56,Female,Master's,Data Analyst,25,87500
27,Female,Bachelor's,Project Manager,8,49200
39,Male,Master's,Data Scientist,14,78200
26,Female,Master's,UX Designer,31,95650
46,Male,PhD,Sales Executive,24,106400
23,Male,Bachelor's,UX Designer,16,58400
31,Female,Bachelor's,Marketing Manager,20,64000
51,Male,Master's,Systems Engineer,38,104840
26,Female,PhD,UX Designer,15,97250
54,Male,PhD,Product Manager,14,97500
22,Male,PhD,Data Scientist,12,95600
39,Female,PhD,HR Specialist,34,115700
53,Male,Master's,Marketing Manager,8,69600
32,Male,PhD,UX Designer,19,101850
42,Male,Bachelor's,Software Engineer,5,46000
47,Female,Bachelor's,Systems Engineer,27,71860
46,Female,Master's,HR Specialist,13,73650
43,Male,PhD,Sales Executive,32,115200
48,Male,PhD,Product Manager,31,118750
34,Male,PhD,Data Scientist,37,128100
54,Female,PhD,Project Manager,2,82300
55,Female,Master's,UX Designer,7,68050
62,Male,PhD,Software Engineer,11,93200
56,Female,Master's,Systems Engineer,11,72980
22,Female,PhD,Sales Executive,23,105300
42,Female,PhD,UX Designer,31,115650
27,Female,Bachelor's,Sales Executive,8,48800
49,Male,Master's,HR Specialist,32,93600
38,Female,Bachelor's,HR Specialist,21,62050
26,Female,Master's,Marketing Manager,31,97200
52,Male,PhD,UX Designer,1,81150
26,Male,PhD,Data Scientist,13,96900
59,Female,Master's,Systems Engineer,11,72980
24,Female,Bachelor's,Project Manager,29,73350
44,Male,Master's,Project Manager,4,64600
58,Male,Master's,Product Manager,36,105000
58,Male,PhD,Product Manager,15,98750
31,Female,Bachelor's,Systems Engineer,3,43540
31,Female,Master's,UX Designer,29,93350
40,Male,Bachelor's,UX Designer,21,64150
38,Female,Bachelor's,HR Specialist,2,42100
42,Male,Master's,Software Engineer,6,67200
35,Female,Bachelor's,Product Manager,31,78750
30,Male,PhD,Software Engineer,24,108800
22,Male,PhD,UX Designer,17,99550
34,Female,PhD,Product Manager,5,86250
25,Female,PhD,Project Manager,2,82300
22,Female,Bachelor's,Sales Executive,12,53200
61,Female,PhD,Product Manager,5,86250
53,Female,Master's,UX Designer,20,83000
55,Female,PhD,UX Designer,8,89200
49,Male,Master's,Sales Executive,1,61100
52,Female,Master's,Software Engineer,6,67200
29,Male,PhD,Systems Engineer,11,92980
60,Male,PhD,Sales Executive,3,83300
47,Female,Bachelor's,Project Manager,31,75650
55,Male,Master's,UX Designer,28,92200
24,Male,PhD,Data Scientist,5,86500
33,Female,Bachelor's,Project Manager,26,69900
22,Female,PhD,Software Engineer,16,99200
26,Female,PhD,Sales Executive,31,114100
51,Male,PhD,UX Designer,28,112200
51,Female,Master's,UX Designer,7,68050
38,Female,PhD,Sales Executive,38,121800
44,Female,Bachelor's,Systems Engineer,9,50620
36,Female,PhD,Sales Executive,39,122900
58,Male,PhD,Product Manager,35,123750
42,Female,Bachelor's,Data Analyst,27,69700
35,Male,Bachelor's,Systems Engineer,12,54160
23,Female,Master's,Data Analyst,25,87500
32,Male,Master's,Software Engineer,29,94800
60,Male,Master's,HR Specialist,31,92550
59,Male,Master's,Project Manager,34,99100
55,Female,Bachelor's,Marketing Manager,33,79600
59,Male,PhD,Sales Executive,27,109700
55,Female,PhD,Project Manager,2,82300
39,Female,PhD,Marketing Manager,14,96800
51,Female,Master's,Software Engineer,13,75600
36,Female,Bachelor's,Software Engineer,24,68800
48,Female,Bachelor's,HR Specialist,5,45250
55,Male,Bachelor's,Systems Engineer,34,80120
59,Female,PhD,Project Manager,23,106450
54,Male,Master's,Project Manager,19,81850
45,Male,Bachelor's,Sales Executive,30,73000
36,Male,Master's,Software Engineer,16,79200
51,Male,Bachelor's,Marketing Manager,34,80800
63,Male,Master's,Data Scientist,11,74300
38,Male,Bachelor's,HR Specialist,14,54700
26,Male,Master's,Systems Engineer,15,77700
50,Female,Bachelor's,UX Designer,35,80250
25,Male,Bachelor's,Data Scientist,7,49100
31,Female,Master's,Product Manager,29,96250
38,Male,Master's,Data Analyst,22,84200
31,Male,PhD,HR Specialist,23,104150
38,Male,Master's,Marketing Manager,24,88800
41,Male,Bachelor's,Data Scientist,35,85500
45,Female,Bachelor's,Marketing Manager,10,52000
26,Female,Master's,Sales Executive,8,68800
55,Female,PhD,HR Specialist,12,92600
27,Male,Master's,Software Engineer,29,94800
23,Male,Bachelor's,Systems Engineer,29,74220
34,Male,Bachelor's,Marketing Manager,23,67600
64,Female,PhD,Project Manager,26,109900
64,Male,Master's,Data Scientist,37,108100
32,Female,Bachelor's,Project Manager,32,76800
44,Female,Bachelor's,Marketing Manager,38,85600
37,Male,Bachelor's,Data Scientist,6,47800
52,Male,Master's,Software Engineer,8,69600
32,Female,Master's,Data Analyst,17,78700
37,Female,PhD,Data Analyst,12,93200
29,Female,Bachelor's,Sales Executive,22,64200
25,Male,Bachelor's,Product Manager,14,57500
61,Male,PhD,Data Analyst,34,117400
25,Male,Bachelor's,Product Manager,19,63750
46,Male,PhD,Data Scientist,6,87800
24,Male,PhD,Data Analyst,18,99800
53,Male,Bachelor's,Marketing Manager,36,83200
24,Female,Master's,Software Engineer,37,104400
48,Female,Master's,Marketing Manager,38,105600
50,Female,Master's,Marketing Manager,15,78000
53,Male,Master's,Product Manager,38,107500
40,Female,Bachelor's,UX Designer,9,50350
42,Male,PhD,UX Designer,6,86900
26,Male,PhD,Systems Engineer,2,82360
39,Female,Bachelor's,Data Analyst,16,57600
49,Male,Master's,Software Engineer,1,61200
63,Female,PhD,Software Engineer,30,116000
43,Female,Bachelor's,Project Manager,33,77950
42,Male,Bachelor's,Marketing Manager,1,41200
27,Female,Master's,Software Engineer,39,106800
22,Female,Bachelor's,Data Scientist,16,60800
26,Female,PhD,HR Specialist,17,97850
62,Female,PhD,Marketing Manager,38,125600
33,Male,Bachelor's,Product Manager,18,62500
47,Female,PhD,Marketing Manager,22,106400
55,Female,Bachelor's,Software Engineer,22,66400
35,Female,PhD,Sales Executive,35,118500
47,Male,Master's,Data Scientist,31,100300
48,Female,PhD,Data Scientist,27,115100
30,Male,Master's,Data Analyst,36,99600
47,Female,Master's,UX Designer,4,64600
43,Female,Bachelor's,Product Manager,5,46250
51,Female,Master's,Data Analyst,25,87500
64,Male,PhD,Systems Engineer,31,116580
38,Male,PhD,HR Specialist,14,94700
47,Male,Master's,Project Manager,30,94500
57,Male,Bachelor's,Data Scientist,12,55600
22,Male,Master's,Product Manager,27,93750
29,Male,PhD,UX Designer,24,107600
56,Female,PhD,Product Manager,30,117500
36,Male,Master's,Project Manager,18,80700
43,Female,Master's,Project Manager,14,76100
35,Male,Master's,Data Analyst,19,80900
47,Male,PhD,Marketing Manager,22,106400
49,Male,PhD,Systems Engineer,26,110680
44,Female,PhD,Systems Engineer,7,88260
35,Male,Bachelor's,Software Engineer,28,73600
45,Male,PhD,Systems Engineer,38,124840
23,Female,PhD,Product Manager,5,86250
47,Female,Bachelor's,Systems Engineer,36,82480
35,Female,Bachelor's,UX Designer,18,60700
28,Female,Bachelor's,Systems Engineer,14,56520
24,Male,Bachelor's,Data Scientist,23,69900
44,Female,Bachelor's,Software Engineer,14,56800
64,Male,Bachelor's,Product Manager,32,80000
39,Male,Master's,Project Manager,5,65750
59,Female,Master's,Data Analyst,22,84200
56,Male,Master's,HR Specialist,28,89400
36,Female,Master's,Data Analyst,12,73200
46,Male,PhD,Marketing Manager,18,101600
58,Female,Bachelor's,HR Specialist,36,77800
49,Female,PhD,UX Designer,31,115650
31,Female,Bachelor's,Sales Executive,13,54300
60,Female,Bachelor's,Software Engineer,20,64000
38,Female,PhD,Project Manager,36,121400
60,Female,Master's,Data Analyst,7,67700
43,Male,PhD,Systems Engineer,23,107140
47,Male,PhD,Software Engineer,34,120800
46,Male,Bachelor's,Systems Engineer,32,77760
38,Female,Bachelor's,Software Engineer,21,65200
34,Male,Bachelor's,Software Engineer,6,47200
41,Female,Master's,Marketing Manager,16,79200
46,Male,PhD,Data Scientist,35,125500
25,Male,PhD,UX Designer,20,103000
31,Female,Master's,Systems Engineer,11,72980
24,Male,PhD,Systems Engineer,32,117760
62,Male,PhD,Systems Engineer,14,96520
39,Male,Bachelor's,Marketing Manager,24,68800
57,Female,Master's,Data Analyst,39,102900
43,Male,Bachelor's,Product Manager,31,78750
55,Female,Master's,Systems Engineer,17,80060
29,Male,Bachelor's,Data Analyst,25,67500
61,Male,PhD,Data Scientist,9,91700
40,Male,Master's,Systems Engineer,22,85960
63,Male,Master's,UX Designer,35,100250
62,Female,Bachelor's,Project Manager,37,82550
58,Male,Master's,Sales Executive,17,78700
27,Female,PhD,Systems Engineer,28,113040
47,Female,PhD,Product Manager,1,81250
55,Male,PhD,Project Manager,9,90350
27,Male,Bachelor's,UX Designer,13,54950
58,Female,Master's,Marketing Manager,32,98400
54,Female,Bachelor's,Sales Executive,28,70800
43,Male,PhD,Marketing Manager,31,117200
42,Male,Master's,Product Manager,8,70000
27,Male,PhD,Sales Executive,8,88800
27,Male,Master's,Product Manager,34,102500
25,Male,Master's,Marketing Manager,23,87600
51,Female,Bachelor's,UX Designer,10,51500
32,Male,Master's,Sales Executive,37,100700
51,Male,PhD,HR Specialist,25,106250
52,Female,Master's,Data Analyst,33,96300
45,Male,PhD,UX Designer,4,84600
30,Male,Bachelor's,Sales Executive,7,47700
24,Female,PhD,Product Manager,33,121250
52,Male,Master's,Product Manager,2,62500
61,Female,PhD,Data Scientist,32,121600
58,Male,PhD,UX Designer,5,85750
57,Male,Master's,Product Manager,17,81250
45,Male,PhD,Software Engineer,12,94400
52,Female,Master's,Data Analyst,12,73200
27,Female,Bachelor's,Marketing Manager,35,82000
23,Female,PhD,Project Manager,21,104150
41,Female,Bachelor's,Data Scientist,21,67300
49,Male,PhD,Product Manager,2,82500
32,Female,PhD,Software Engineer,21,105200
25,Female,Bachelor's,Data Scientist,15,59500
36,Female,PhD,Software Engineer,11,93200
27,Male,PhD,Data Scientist,10,93000
51,Male,Bachelor's,Product Manager,18,62500
59,Female,PhD,Software Engineer,23,107600
23,Female,Master's,Sales Executive,31,94100
36,Male,PhD,UX Designer,26,109900
32,Female,PhD,Project Manager,2,82300
29,Female,PhD,Marketing Manager,39,126800
47,Female,Bachelor's,Project Manager,7,48050
26,Female,Master's,Marketing Manager,24,88800
27,Male,Master's,HR Specialist,39,100950
47,Male,PhD,Data Analyst,32,115200
25,Male,Bachelor's,HR Specialist,26,67300
40,Female,Bachelor's,Systems Engineer,23,67140
41,Female,Master's,Product Manager,14,77500
54,Male,Bachelor's,Sales Executive,29,71900
41,Male,PhD,UX Designer,25,108750
33,Male,PhD,Sales Executive,31,114100
22,Female,Bachelor's,Project Manager,2,42300
47,Male,PhD,Marketing Manager,2,82400
35,Female,Master's,HR Specialist,23,84150
59,Female,PhD,Sales Executive,11,92100
58,Male,Bachelor's,HR Specialist,29,70450
32,Male,Master's,Data Analyst,35,98500
57,Female,PhD,Data Analyst,9,89900
34,Male,Master's,Marketing Manager,32,98400
64,Male,Bachelor's,Systems Engineer,30,75400
24,Female,PhD,Sales Executive,15,96500
54,Female,PhD,UX Designer,14,96100
27,Female,Master's,HR Specialist,17,77850
31,Female,PhD,HR Specialist,22,103100
26,Female,PhD,Data Analyst,30,113000
44,Male,PhD,Product Manager,17,101250
31,Female,PhD,Marketing Manager,16,99200
23,Female,Bachelor's,HR Specialist,8,48400
34,Female,PhD,Data Analyst,39,122900
61,Male,Master's,Data Analyst,31,94100
23,Female,Bachelor's,Software Engineer,12,54400
41,Female,Master's,HR Specialist,33,94650
22,Female,Master's,Software Engineer,12,74400
58,Male,Master's,UX Designer,25,88750
30,Female,Bachelor's,UX Designer,38,83700
38,Female,Bachelor's,Data Analyst,18,59800
30,Female,Bachelor's,Product Manager,19,63750
32,Male,PhD,Product Manager,3,83750
36,Male,Master's,Software Engineer,35,102000
45,Male,Bachelor's,Data Analyst,5,45500
59,Male,Master's,Software Engineer,35,102000
56,Female,Bachelor's,Marketing Manager,27,72400
51,Female,Bachelor's,Software Engineer,37,84400
52,Male,Bachelor's,Systems Engineer,21,64780
26,Male,Master's,HR Specialist,16,76800
35,Female,PhD,UX Designer,28,112200
32,Female,Bachelor's,Data Scientist,25,72500
30,Male,Bachelor's,Data Analyst,33,76300
55,Male,Bachelor's,Product Manager,17,61250
33,Male,PhD,Sales Executive,30,113000
56,Male,Master's,HR Specialist,4,64200
56,Female,Master's,Data Scientist,2,62600
22,Male,Master's,Systems Engineer,9,70620
61,Male,Master's,Sales Executive,31,94100
43,Female,Bachelor's,Product Manager,25,71250
50,Female,PhD,Systems Engineer,37,123660
29,Female,Bachelor's,Product Manager,36,85000
32,Female,PhD,Product Manager,5,86250
62,Female,Master's,Data Analyst,24,86400
58,Male,PhD,Sales Executive,24,106400
35,Male,Bachelor's,Marketing Manager,29,74800
51,Male,Bachelor's,Software Engineer,31,77200
56,Female,Master's,Software Engineer,37,104400
42,Male,Bachelor's,HR Specialist,19,59950
58,Female,Bachelor's,Product Manager,23,68750
26,Male,PhD,HR Specialist,35,116750
40,Male,Bachelor's,Sales Executive,6,46600
35,Female,Master's,Product Manager,6,67500
47,Female,Master's,Product Manager,37,106250
25,Male,Bachelor's,Data Scientist,30,79000
46,Male,Master's,UX Designer,1,61150
63,Male,PhD,Software Engineer,8,89600
46,Male,PhD,Sales Executive,28,110800
39,Male,Bachelor's,Systems Engineer,25,69500
61,Female,Bachelor's,Systems Engineer,33,78940
29,Female,PhD,Marketing Manager,38,125600
60,Female,Master's,Project Manager,14,76100
61,Female,Bachelor's,Sales Executive,11,52100
35,Male,Bachelor's,Project Manager,2,42300
53,Male,Master's,Data Scientist,30,99000
59,Female,Bachelor's,Systems Engineer,30,75400
54,Male,Master's,Sales Executive,4,64400
44,Female,Master's,Product Manager,13,76250
36,Male,Master's,UX Designer,7,68050
54,Male,Master's,Data Analyst,38,101800
46,Male,Master's,UX Designer,3,63450
38,Female,PhD,Marketing Manager,9,90800
54,Female,Master's,Systems Engineer,14,76520
23,Female,PhD,HR Specialist,11,91550
35,Female,Master's,HR Specialist,37,98850
61,Male,Bachelor's,Data Analyst,14,55400
61,Male,PhD,Systems Engineer,19,102420
60,Male,Bachelor's,Sales Executive,8,48800
27,Male,Master's,Product Manager,7,68750
27,Female,Master's,Marketing Manager,7,68400
24,Male,Bachelor's,HR Specialist,3,43150
28,Male,Master's,Data Analyst,3,63300
29,Male,Bachelor's,UX Designer,18,60700
63,Female,Master's,Product Manager,33,101250
36,Female,Master's,HR Specialist,37,98850
50,Female,PhD,UX Designer,28,112200
54,Male,Bachelor's,Sales Executive,36,79600
51,Female,Master's,UX Designer,16,78400
60,Male,Bachelor's,Product Manager,15,58750
48,Male,PhD,UX Designer,29,113350
57,Male,Bachelor's,Sales Executive,18,59800
50,Female,PhD,Marketing Manager,19,102800
59,Female,Bachelor's,Product Manager,29,76250
54,Male,Bachelor's,Marketing Manager,6,47200
58,Male,PhD,Data Analyst,27,109700
48,Female,Master's,Systems Engineer,7,68260
54,Female,Master's,UX Designer,27,91050
25,Female,Master's,Data Scientist,19,84700
43,Male,Bachelor's,Marketing Manager,17,60400
23,Male,Bachelor's,Sales Executive,11,52100
31,Male,Master's,HR Specialist,5,65250
26,Female,Bachelor's,Marketing Manager,2,42400
31,Female,Bachelor's,HR Specialist,12,52600
54,Female,Master's,UX Designer,11,72650
59,Male,PhD,Data Analyst,10,91000
34,Male,Bachelor's,Software Engineer,28,73600
52,Female,Bachelor's,Product Manager,7,48750
57,Male,Bachelor's,HR Specialist,14,54700
45,Female,Bachelor's,HR Specialist,13,53650
36,Male,PhD,Product Manager,5,86250
50,Female,Master's,Software Engineer,8,69600
29,Male,Bachelor's,UX Designer,1,41150
26,Male,Master's,Sales Executive,5,65500
50,Female,Bachelor's,Systems Engineer,11,52980
25,Female,PhD,HR Specialist,10,90500
33,Female,Master's,Software Engineer,15,78000
23,Female,PhD,Software Engineer,39,126800
48,Female,Bachelor's,Data Analyst,29,71900
52,Male,PhD,HR Specialist,25,106250
57,Female,PhD,Marketing Manager,6,87200
57,Female,Bachelor's,UX Designer,11,52650
47,Female,Bachelor's,Sales Executive,17,58700
64,Male,Master's,Software Engineer,15,78000
48,Female,Bachelor's,Data Analyst,16,57600
26,Female,Master's,Data Analyst,2,62200
41,Female,PhD,Product Manager,36,125000
32,Male,PhD,HR Specialist,19,99950
31,Male,Master's,Software Engineer,38,105600
61,Female,Bachelor's,Sales Executive,21,63100
59,Male,Bachelor's,Marketing Manager,11,53200
27,Female,PhD,Data Scientist,3,83900
29,Male,Master's,Data Scientist,34,104200
44,Female,PhD,Marketing Manager,18,101600
47,Male,PhD,Software Engineer,15,98000
64,Female,Bachelor's,HR Specialist,25,66250
33,Female,Master's,Sales Executive,15,76500
47,Male,PhD,Product Manager,30,117500
34,Female,Bachelor's,HR Specialist,17,57850
61,Female,PhD,Systems Engineer,18,101240
39,Female,PhD,HR Specialist,31,112550
46,Female,Bachelor's,HR Specialist,18,58900
54,Male,Bachelor's,UX Designer,35,80250
61,Female,Master's,Software Engineer,13,75600
64,Male,PhD,Product Manager,14,97500
33,Male,Master's,UX Designer,36,101400
57,Male,Bachelor's,Software Engineer,18,61600
25,Male,Bachelor's,Project Manager,5,45750
26,Female,PhD,Product Manager,14,97500
58,Female,Master's,Software Engineer,25,90000
29,Male,Master's,Data Scientist,39,110700
63,Female,PhD,UX Designer,12,93800
49,Male,PhD,Project Manager,28,112200
52,Female,Master's,Product Manager,35,103750
30,Female,Bachelor's,Systems Engineer,1,41180
50,Female,Bachelor's,Sales Executive,3,43300
35,Male,PhD,Systems Engineer,7,88260
61,Male,Master's,Data Scientist,9,71700
62,Female,Master's,Data Scientist,36,106800
43,Male,Master's,Marketing Manager,23,87600
32,Male,Bachelor's,Marketing Manager,24,68800
44,Female,Bachelor's,Systems Engineer,10,51800
22,Male,Master's,UX Designer,12,73800
58,Female,Master's,HR Specialist,19,79950
42,Female,PhD,Software Engineer,32,118400
47,Female,PhD,Sales Executive,24,106400
57,Male,Master's,Project Manager,22,85300
44,Female,Master's,Sales Executive,3,63300
22,Female,Bachelor's,Data Scientist,27,75100
61,Male,Master's,Marketing Manager,19,82800
36,Male,PhD,HR Specialist,9,89450
42,Male,Bachelor's,Data Analyst,13,54300
30,Male,PhD,Product Manager,2,82500
30,Female,PhD,Data Analyst,36,119600
31,Male,Bachelor's,Data Analyst,29,71900
47,Male,PhD,UX Designer,11,92650
62,Male,Master's,UX Designer,34,99100
56,Male,PhD,Marketing Manager,4,84800
46,Female,Bachelor's,Data Analyst,4,44400
47,Male,Bachelor's,Project Manager,1,41150
32,Female,Bachelor's,Data Scientist,25,72500
59,Male,PhD,Data Analyst,26,108600
23,Female,Master's,HR Specialist,11,71550
